drive_file_id,filename,pagename,theme,admin_level,page_size,page_num,admin0,admin1,admin2,admin3,admin4,title,description,date,bbox_west,bbox_south,bbox_east,bbox_north,keywords,license,source_attribution
1rdl69AGTv1g8wpvD-kiiWeKQjUBo7vw5,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_MUTSHATSHA_MUTSHATSHA-1_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_MUTSHATSHA_MUTSHATSHA-1_20251017,comprehensive,3,a2,MUTSHATSHA-1,COD,Lualaba,Kolwezi,Mutshatsha,,"Comprehensive Var — Mutshatsha, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,mutshatsha",CC-BY-4.0,CIESIN Columbia University
1sT0_AuTAwDvUOvqzNJarCwxXik1zP277,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_MUTSHATSHA_MAISHA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_MUTSHATSHA_MAISHA_20251017,comprehensive,3,a2,MAISHA,COD,Lualaba,Kolwezi,Mutshatsha,,"Comprehensive Var — Mutshatsha, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,mutshatsha",CC-BY-4.0,CIESIN Columbia University
1-zlGuPai-YzLvqenZVQrZtnj02LEukwZ,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_MUTSHATSHA_MUTSHATSHA-2_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_MUTSHATSHA_MUTSHATSHA-2_20251017,comprehensive,3,a2,MUTSHATSHA-2,COD,Lualaba,Kolwezi,Mutshatsha,,"Comprehensive Var — Mutshatsha, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,mutshatsha",CC-BY-4.0,CIESIN Columbia University
1vi5Q9FIapGUBVwKA6IX7aKGTzsA5dnev,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_MAZANGULE_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_MAZANGULE_20251017,comprehensive,3,a2,MAZANGULE,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
1mMOEo7WHFS-hRUGlRFJp1sB9mKh4nvIi,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_DILENGA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_DILENGA_20251017,comprehensive,3,a2,DILENGA,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
11ufzAF3ejX4E3P4EaAYlcsIPfNxfq85L,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_MUTOBO_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_MUTOBO_20251017,comprehensive,3,a2,MUTOBO,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
1D4pSHidhwwIrsYLJFtNDX0pSIjpgDaEO,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_KATENTANIA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_KATENTANIA_20251017,comprehensive,3,a2,KATENTANIA,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
1u9IRYzxbOv2_SCyv18U3JtSpNkydyC-P,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_LUBUDI-2_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_LUBUDI-2_20251017,comprehensive,3,a2,LUBUDI-2,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
1FmUYSXY2jKTxBX2BUoYE1YKifu8GEyyC,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_WABWENZE_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_WABWENZE_20251017,comprehensive,3,a2,WABWENZE,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
1MPO30fwY0TJm4NQqAntAYdtAuRTP8XLx,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_MUKABE-1_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_MUKABE-1_20251017,comprehensive,3,a2,MUKABE-1,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
1GOsSXoUmubnRpJXEwAKyfWIugApbau8I,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_LUBUDI-1_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_LUBUDI-1_20251017,comprehensive,3,a2,LUBUDI-1,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
1LwFbnelHp055JBwwFLAQA8ohif7N0N34,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_MBEBE_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_MBEBE_20251017,comprehensive,3,a2,MBEBE,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
1ci2OElxrEGVA_x8OwNFit4t45h4ELdRK,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_KALONGA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_KALONGA_20251017,comprehensive,3,a2,KALONGA,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
1qf22J1pYgIrnXYJK83HMweZeLppyBWsn,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_KALULE-NORD_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_KALULE-NORD_20251017,comprehensive,3,a2,KALULE-NORD,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
1_UUD0HjAptTuYOT7kZQJX_c5Sjm1YtDD,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_BIANO_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_BIANO_20251017,comprehensive,3,a2,BIANO,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
1KGuz0EaQN31rLq1gdYkx4k7D8_12CIZR,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_KALUPETA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_KALUPETA_20251017,comprehensive,3,a2,KALUPETA,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
19SN2In0tO0PoAXQgPsjfxruBuayr4IB1,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_BUYOFWE_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_BUYOFWE_20251017,comprehensive,3,a2,BUYOFWE,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
1u-GiTgztBuR9m9VNMdUb37FZeYEOOom3,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_MUKABE-2_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_MUKABE-2_20251017,comprehensive,3,a2,MUKABE-2,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
1ZPJQAh8POrN3hxlP3ejq25b9PtFhk9tM,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_KANSENIA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUBUDI_KANSENIA_20251017,comprehensive,3,a2,KANSENIA,COD,Lualaba,Kolwezi,Lubudi,,"Comprehensive Var — Lubudi, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba,lubudi",CC-BY-4.0,CIESIN Columbia University
15CSONw5UacwTOtishLKCifTpkp7Vr0VA,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_SAKALOJI_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_SAKALOJI_20251017,comprehensive,3,a2,SAKALOJI,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
17zr_fa-B_M_wnpHxNHvxf0ZpdhO8yZhh,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MUSHIMA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MUSHIMA_20251017,comprehensive,3,a2,MUSHIMA,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1wtPMsH8k1aAlAWkKldt-zykNWh7SJhVq,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MWANFWE_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MWANFWE_20251017,comprehensive,3,a2,MWANFWE,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1jDIHcNd5cEe3lsi9AD9PmC--vAlpatU-,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_KABUNJI_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_KABUNJI_20251017,comprehensive,3,a2,KABUNJI,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
11Wy2THpOYFCcHA7JKUBtHAKdBkH7z6Wn,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_PWIBWE_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_PWIBWE_20251017,comprehensive,3,a2,PWIBWE,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1kapVposNjJXUDLC3MeiNxOw19ysCTUSA,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_KAWAMA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_KAWAMA_20251017,comprehensive,3,a2,KAWAMA,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1MhlpRyAL5jvcoNKa_lmpg2adgmO9v5Ta,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MUSOMPO_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MUSOMPO_20251017,comprehensive,3,a2,MUSOMPO,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1RyIIFofYTIe666PdC883EffQEJ-_RvI1,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MANGAMANGA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MANGAMANGA_20251017,comprehensive,3,a2,MANGAMANGA,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
17g_dCQYMZ7jvFhM6ESeoSLBBkpsz4sBo,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_KALUTENGE_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_KALUTENGE_20251017,comprehensive,3,a2,KALUTENGE,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1B_cHV-eDhiiuVk2_Aysdp4aWFJJUR1-N,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_LUALABA-GARE_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_LUALABA-GARE_20251017,comprehensive,3,a2,LUALABA-GARE,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1bMCgpTICL3D53dQsPfMSNltqtMrtw1eO,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MUPANJA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MUPANJA_20251017,comprehensive,3,a2,MUPANJA,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1OWkVXLqazipZuSdXrjcU1qhh8C_lDN9n,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_KATAPULA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_KATAPULA_20251017,comprehensive,3,a2,KATAPULA,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1sRANTj9a74NSRjQo1ngbsXv7f4EUrqwj,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MPWENE_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MPWENE_20251017,comprehensive,3,a2,MPWENE,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1w6BGzTwAyB7vtUg88x0My4_RL-B0yTWL,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_KISANFU_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_KISANFU_20251017,comprehensive,3,a2,KISANFU,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
17bZg3Cgh5nlXva5iKzsoUthFhaKPsDnA,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MUSOMPO-4_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MUSOMPO-4_20251017,comprehensive,3,a2,MUSOMPO-4,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
108KSWu_5GLWklZcIVAPBRbs-76Fs8Qw0,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MUSOMPO-1_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MUSOMPO-1_20251017,comprehensive,3,a2,MUSOMPO-1,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1ZUWp_9ZmhGU_jmGPDKZykZEKvZv5J3vm,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MUSOMPO-3_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MUSOMPO-3_20251017,comprehensive,3,a2,MUSOMPO-3,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1FQF8kO-CAO11dr9pqgliLzsea2NWZLyc,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MUSOMPO-2_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_LUALABA_MUSOMPO-2_20251017,comprehensive,3,a2,MUSOMPO-2,COD,Lualaba,Kolwezi,Lualaba,,"Comprehensive Var — Lualaba, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1ciNppF7F_rEwNTeTad3ESp9er_H8pXWh,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_DILENDE_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_DILENDE_20251017,comprehensive,3,a2,DILENDE,COD,Lualaba,Kolwezi,Dilala,,"Comprehensive Var — Dilala, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,dilala,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1xnSmJ3hZe8A1UALB5S-kGpwfm76WoDdU,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_UMOJA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_UMOJA_20251017,comprehensive,3,a2,UMOJA,COD,Lualaba,Kolwezi,Dilala,,"Comprehensive Var — Dilala, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,dilala,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1O7qAsZWRAU-uv-tDlGt0_tSYrHOVXLJn,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_NOA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_NOA_20251017,comprehensive,3,a2,NOA,COD,Lualaba,Kolwezi,Dilala,,"Comprehensive Var — Dilala, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,dilala,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
15q_oyfsIpD6QtWg9Km4Gat5IcUpoXbg7,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_KAPATA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_KAPATA_20251017,comprehensive,3,a2,KAPATA,COD,Lualaba,Kolwezi,Dilala,,"Comprehensive Var — Dilala, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,dilala,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1PsH4KKi1vtsFxOirKqavUA3I0TIfpB3V,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_MUSONOIE_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_MUSONOIE_20251017,comprehensive,3,a2,MUSONOIE,COD,Lualaba,Kolwezi,Dilala,,"Comprehensive Var — Dilala, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,dilala,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1U3oXf2hiLm2Zk2jx2afytpprk--BvxZg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_BYPASS_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_BYPASS_20251017,comprehensive,3,a2,BYPASS,COD,Lualaba,Kolwezi,Dilala,,"Comprehensive Var — Dilala, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,dilala,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
17ADb26pRLmGmSZze30SeXxpm94OIog98,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_KAPEPA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_KAPEPA_20251017,comprehensive,3,a2,KAPEPA,COD,Lualaba,Kolwezi,Dilala,,"Comprehensive Var — Dilala, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,dilala,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1UbJX0FUWoPsXEapvNXl6DOugD-CAS_Dc,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_GOLF_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_GOLF_20251017,comprehensive,3,a2,GOLF,COD,Lualaba,Kolwezi,Dilala,,"Comprehensive Var — Dilala, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,dilala,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
1fxKzUOIEXb09p-ZvgCF6yGz5cOT3aWss,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_NORD-KATANGA_20251017.jpg,a2_comprehensive-VAR_COD_LUALABA_KOLWEZI_DILALA_NORD-KATANGA_20251017,comprehensive,3,a2,NORD-KATANGA,COD,Lualaba,Kolwezi,Dilala,,"Comprehensive Var — Dilala, Kolwezi, Lualaba, COD, Congo, The Democratic Republic of the (2025)",,2025-10-17,12.2,-13.5,31.3,5.4,"cod,comprehensive,comprehensive var,dilala,kolwezi,lualaba",CC-BY-4.0,CIESIN Columbia University
