drive_file_id,filename,theme,admin0,area,title,description,date,bbox_west,bbox_south,bbox_east,bbox_north,keywords,license,source_attribution
1aYtrvGLXF-WeWjmzK3Vef5fDQGIBrtyR,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_LOPORI_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Lopori, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Lopori, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,lisala,lopori,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
11TQNL4FvrLYAjub_Ua5BufYLz_cFSBGq,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_MAKUNGU_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Makungu, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Makungu, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,lisala,makungu,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1kmbfU7I-xF69Q0zJrmsZoZAAIvHPgBVP,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_YAMBIA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Yambia, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Yambia, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,rdc,yambia",CC-BY-4.0,CIESIN Columbia University
1ZWYxRQSMF8QOOYQFXO-gGVNkffxT3xWu,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_YAMONGILI_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Yamongili, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Yamongili, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,rdc,yamongili",CC-BY-4.0,CIESIN Columbia University
16djIpodsmd0CEGAWdJzlH3x1fk-SLqBY,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_ISAMBI_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Isambi, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Isambi, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,isambi,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1uSMsUprChdrSo1ONdmLw2Zjf1cpbvUOr,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_BAKOTA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Bakota, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Bakota, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bakota,bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
16R0M-UQHpPDcthli9-T4sOBxseUIfNtf,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_BOSO-PELINDO_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Boso-Pelindo, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Boso-Pelindo, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"boso-pelindo,bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1ikB7HsJGt4U7KInZodJ2khTW6JRCkscZ,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_BOMBATI_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Bombati, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Bombati, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bombati,bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1tZSvnogm_6qsvLLiHzS6Bjn7kSiHx1Nd,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_BOSO-SIMBA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Boso-Simba, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Boso-Simba, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"boso-simba,bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
19DHDBwz7B4tP3VeRNLIVSJrAlFye8xTo,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_BOMBELE_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Bombele, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Bombele, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bombele,bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1xqm1U6EBf2QzuUKVn89mZMc0HN5g9g99,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_KODOLO_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Kodolo, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Kodolo, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,kodolo,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1X23g_yh-wNH3dAPxajXhAvPn4ylPuMPQ,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_DOBO-RIVE_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Dobo-Rive, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Dobo-Rive, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,dobo-rive,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
16EsoxVyieJGVMLRnUSTA_kCPjJJolvPl,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_YAKATA-2_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Yakata-2, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Yakata-2, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,rdc,yakata-2",CC-BY-4.0,CIESIN Columbia University
19Q2joZ4WlOR1NVhmqpSXopcOmLQmrtZz,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_KUBULU_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Kubulu, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Kubulu, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,kubulu,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1xdWcqj6mN_OlLYNlEv7luQXWQ-tVQ1GG,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_BODALA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Bodala, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Bodala, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bodala,bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1iVx-mFE9N18Ix4QxYJLMEBBEfPwpvrrq,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_YAYOLO_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Yayolo, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Yayolo, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,rdc,yayolo",CC-BY-4.0,CIESIN Columbia University
15hSX1v5Z2EKqJ8QIhiUzVEyt6PpyuI3v,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_BAENGA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Baenga, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Baenga, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"baenga,bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
14NntmJ-5gzziXAy8mPKLCQ4qzZoyN-9d,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_YAKATA-1_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Yakata-1, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Yakata-1, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,rdc,yakata-1",CC-BY-4.0,CIESIN Columbia University
1GpohLRW5kGC3RMtVkUA8toMvpJaw8L7N,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_BOBANGALA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Bobangala, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Bobangala, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bobangala,bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
10UHDxMgeyCFVaXEc1Z0UE4-36CPdBR2H,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_MONGANA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Mongana, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Mongana, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,mongana,rdc",CC-BY-4.0,CIESIN Columbia University
1QDEW_7Ye7NnMnafgDP52_Kf-RHm1dRms,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_BOSONDJO_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Bosondjo, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Bosondjo, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1XaKCrE-Q2GG81FBVFT1ZRXKa8dVtUA9K,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_MOMPILI_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Mompili, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Mompili, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,lisala,mompili,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1PU72uIWuOsJgpsKnb4FW2ULhlMSeqPDy,a2_comprehensive-var1_RDC_MONGALA_LISALA_BOSONDJO_MBIMBI_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Mbimbi, Bosondjo, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Mbimbi, Bosondjo, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bosondjo,comprehensive var1,comprehensive-var,lisala,mbimbi,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1CTBOCeQXBiQhcs5TttZnMwUH0KvgrND7,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_BOMINZO_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Bominzo, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Bominzo, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,bominzo,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1I2m73TBcEkuMjmlWTu65JJYjqf-duoIm,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_BONGOPA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Bongopa, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Bongopa, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,bongopa,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1pHfZ-y_NzrMjNM0rvoxJPPlmTrm66GoF,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_BOSO-MBOKO_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Boso-Mboko, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Boso-Mboko, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,boso-mboko,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
12POChESG36CmlHlq9SiZIkemQN-HVoel,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_BONZAMBE_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Bonzambe, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Bonzambe, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,bonzambe,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1aoQED4JKHWUnDDC3gL2dbuEPqgGnWg7s,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_LIBONA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Libona, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Libona, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,comprehensive var1,comprehensive-var,libona,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1hcQgAFw8S4nOOTA_nFjbOZn38CX7l4iH,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_AKULA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Akula, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Akula, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"akula,binga,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1YR0mW0LSWgNbLx7Re9pJBUcvVtRdIJNs,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_R8-KINSHASA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — R8-Kinshasa, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering R8-Kinshasa, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,comprehensive var1,comprehensive-var,lisala,mongala,r8-kinshasa,rdc",CC-BY-4.0,CIESIN Columbia University
1-d4kNvgVW6zi5-0rQucb3kjSyX5T47MH,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_NZONGO_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Nzongo, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Nzongo, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,comprehensive var1,comprehensive-var,lisala,mongala,nzongo,rdc",CC-BY-4.0,CIESIN Columbia University
1Q7-hvQ_KMUi-zH9acySrXaVhN2X6D9cw,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_BOKONZI_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Bokonzi, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Bokonzi, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,bokonzi,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1M5d95xcXrP6a45pV0q8o74BINz_0H_ew,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_BOSO-GBEKU_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Boso-Gbeku, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Boso-Gbeku, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,boso-gbeku,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1qNzU3zuEflJWJ6_WKRJgH3oE1JoMuNWJ,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_GWEMBA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Gwemba, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Gwemba, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,comprehensive var1,comprehensive-var,gwemba,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1FtT4fymQuxaiiIzXic0l3qtbi_K9Eero,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_LIBENGE_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Libenge, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Libenge, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,comprehensive var1,comprehensive-var,libenge,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1hfIQeSyzsFUhg3Zl9CWUrspzihjTJzLU,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_BINGA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Binga, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Binga, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1J-vG5L4G6sYzN7D7_xh1gO291L-px2gq,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_R5-DIOBO_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — R5-Diobo, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering R5-Diobo, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,comprehensive var1,comprehensive-var,lisala,mongala,r5-diobo,rdc",CC-BY-4.0,CIESIN Columbia University
1Zw5YXs_1a7na5xKJ2ztqMrC0Jzjy16mg,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_R4-BOLINGO_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — R4-Bolingo, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering R4-Bolingo, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,comprehensive var1,comprehensive-var,lisala,mongala,r4-bolingo,rdc",CC-BY-4.0,CIESIN Columbia University
1nF1lM_39Qh1z7wzJMyZGBaQQUH-S6sIX,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_BOKUTU_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Bokutu, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Bokutu, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,bokutu,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1rwaGD5PRrUS-5uKwPaLAgioZNOiO3VhJ,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_ZONGO_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Zongo, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Zongo, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,comprehensive var1,comprehensive-var,lisala,mongala,rdc,zongo",CC-BY-4.0,CIESIN Columbia University
1CBoSq_SczVV2Pf-FsPEN4LnC3UV0nRO4,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_DIOBO-VILLE_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Diobo-Ville, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Diobo-Ville, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,comprehensive var1,comprehensive-var,diobo-ville,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1aM6oAIqgvSIMu-Z9HRxHg_ilWx6kkbbX,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_MOMBANGI_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Mombangi, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Mombangi, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,comprehensive var1,comprehensive-var,lisala,mombangi,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1XL0S-BSOddl3tUDMiIQR3I6UlCSE06MS,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_MALUNZA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Malunza, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Malunza, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,comprehensive var1,comprehensive-var,lisala,malunza,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
15LG2f6GU7P4ZcXIW4yPAucYUi-g3thfK,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_BOSO-NGUMONI_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Boso-Ngumoni, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Boso-Ngumoni, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,boso-ngumoni,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1ix5VyAQsElr0j-h0r4XHVMgodggr4sE0,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_BONGILI_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Bongili, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Bongili, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,bongili,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1tKKNlVTh_3M-SMm3CsFBBGYqSkNa-hqT,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_BOSO-KOLO_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Boso-Kolo, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Boso-Kolo, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,boso-kolo,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1yZiYpfjloQ8oluwQKR3Sl-h2nMdWA6Dm,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_BAKANDJA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Bakandja, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Bakandja, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"bakandja,binga,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1hyZSLAFdFQnGrnReYnet7fb1O80QuTBj,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_R7-BUMBA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — R7-Bumba, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering R7-Bumba, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,comprehensive var1,comprehensive-var,lisala,mongala,r7-bumba,rdc",CC-BY-4.0,CIESIN Columbia University
1zumlN4nfXv5t9XudPq88gvzWZYVmvlJ8,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_MONDUNGA_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Mondunga, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Mondunga, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,comprehensive var1,comprehensive-var,lisala,mondunga,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
1hcpu26K7SJsomXPo0Y1hca_t2etJgS_Y,a2_comprehensive-var1_RDC_MONGALA_LISALA_BINGA_BONGONDE_1_20250605.jpg,comprehensive-var,COD,Mongala,"Comprehensive Var1 — Bongonde, Binga, Lisala, Mongala, COD (2025)","Comprehensive Var1 map covering Bongonde, Binga, Lisala, Mongala, COD dated 2025-06-05 (page 1).",2025-06-05,12.2,-13.5,31.3,5.4,"binga,bongonde,comprehensive var1,comprehensive-var,lisala,mongala,rdc",CC-BY-4.0,CIESIN Columbia University
